Id,SalePrice
2658,154085.97452606188
2718,169405.80718702378
2414,217629.1502005316
1989,129412.99347506734
625,183939.36178091977
333,92698.65830686007
1327,92326.4500567578
858,134235.81659026584
95,210266.62621204637
1568,175337.11423932618
2482,181816.41982769713
1364,127358.55438901056
2584,161849.5047133437
818,274667.68947618036
2673,155375.3848931156
2089,116849.70573745438
1297,190470.47447052557
790,116617.4553561399
2616,198109.140116989
720,229677.46624291188
222,139539.05082244673
557,137220.8734424838
1148,213723.70776188132
2766,173662.84750767218
534,195955.34444758904
1452,109281.95114870816
630,130627.8997901105
2648,150620.1430613783
125,164687.49177064825
1904,31564.2966958794
1670,106259.54145897223
756,95119.59703752535
717,262459.8408851235
1032,167927.5807920081
852,223276.24386068928
1731,178981.3568051726
2639,112575.97182374499
2071,65252.94470872411
1267,127835.91693350306
1851,207485.6012745356
567,172555.13544789693
2439,221401.24451935146
1898,156591.31552145348
647,173641.74335022963
2256,247627.23163858993
979,92572.2485737991
1444,238280.3340206843
2485,118487.26434754641
157,114411.97858367374
88,122105.66760405787
2003,117461.46853623135
186,243857.13231239695
1425,255273.478090609
2695,134939.37038542825
738,111829.13893112705
395,153497.42508494327
1353,179831.64213129805
1878,144855.57052218137
390,176551.8502725915
1456,257092.71285362262
1103,311962.9412425298
1387,143178.7323580807
2070,136542.85987460802
1199,180538.48501814963
2479,197707.4453775258
501,289110.6523432603
2362,83243.38453067998
1718,247196.19436827264
2188,77808.20488689328
1483,178489.23336550404
2557,88403.71681294871
437,348027.2063045788
2224,199547.7593010228
1628,194065.90668058355
397,126445.77546412239
587,181662.77938851202
971,129684.36033598821
2611,149927.15488496056
1887,86885.0331816119
2399,365535.983503311
2148,217676.786001823
304,136791.38866801633
1997,147152.37181816995
2817,120552.33404186348
1431,184665.1631121831
427,359321.59184936597
263,117338.31098374823
598,172773.10677613982
2895,225642.74131519062
687,135853.62003170775
1822,132321.09304727637
2191,103312.84137965666
179,115738.28450556431
1009,231683.62452633094
2010,123844.75690001628
1991,156670.30799193622
1411,172212.64272493188
1721,272561.725685652
1144,209149.13174903908
593,238593.96791064253
575,305768.6245167542
1249,180553.24293974697
1604,113358.04094533964
1064,439940.2248038569
1923,175384.24023063542
1988,106449.43603378572
2325,181448.53559252946
114,201137.0374664331
2700,182313.45943068797
217,119578.1651992682
343,181933.5540735451
386,248031.85900923645
2005,111201.08221816587
2908,106574.53277776336
1814,248373.85345797887
2446,395177.56895088835
208,169168.453118243
1679,120033.09757145046
822,328102.70010504255
6,195477.19284467987
1781,376010.7464392782
2397,301558.19231973955
2340,285442.5228605638
1618,151783.86411570784
2843,137956.24576832715
1061,371039.03693122836
2786,112221.06426553919
1935,132888.64593386563
1341,120095.43930027133
521,271467.61021222576
2136,131952.7724941909
996,194768.63252240047
227,158282.83539986046
135,171996.0605451704
1167,160441.108507954
294,236200.0645660663
1776,207470.3393850073
540,190691.8783237467
1717,243826.2052647319
2303,107352.59248061386
116,195257.55936853134
127,124225.42737390884
1371,137419.3500457225
1014,173831.6884374255
1507,86743.6212435581
702,150000.5268546219
750,167229.0835805504
261,148188.08691647113
1559,69670.11739031429
577,217062.55440279888
2812,214256.14594767266
2080,174202.7001987212
1368,117458.59072432842
2376,124613.49505773436
659,128981.68636748563
1235,127742.90337337759
332,80795.313433977
1917,149422.66429107572
2094,253798.5428260393
1460,275463.1413517079
1471,205941.6709414161
1509,120739.70993040735
1922,116945.7154959607
433,450812.9696843688
460,308895.8525574629
1116,231371.55333785812
1137,174561.51275267822
53,189335.59201640813
2354,261409.65582660423
1475,206082.97022516656
1761,469092.7830055757
842,134674.7087105816
2739,177551.1772861074
2509,182828.8554767057
1007,220755.79991442588
2610,186502.52993954092
1952,118485.46883927812
2719,178674.3812114621
2921,91835.6123169289
1966,137531.6010110892
292,130923.02762832113
1204,206781.34674025665
1829,247430.66771422006
2419,198956.64952884626
391,154056.68411351633
798,127595.20613446683
481,220149.99421697698
193,208911.96996429842
555,113707.57045532891
899,52365.36612375747
2357,186748.5418935017
328,135200.68415908347
1356,109620.77567500468
1154,108092.23145818038
1730,190884.12227668503
2249,154874.3186044658
1119,273900.29080496845
2856,150753.7852652587
1394,120821.95951034076
2587,129132.131461226
61,293877.7902929736
2661,194367.1423297515
2711,128587.43958872386
1147,204333.6032180394
757,151583.23565644448
2623,82522.20271665984
2378,158648.09531647895
1413,152028.70769895194
1722,257183.14919688294
1112,220356.0335251492
1623,188250.50472765046
1201,215784.48254554835
1513,113635.81433945833
957,245640.55664530664
1171,287805.3000952919
1145,217039.63959141774
2726,223212.06945013197
703,167447.6539980066
760,99979.43146475666
1964,138176.9855735381
2512,205645.3196227405
159,158085.0723620589
1281,175027.85398849112
468,192481.13307275553
290,132113.30013805817
665,120761.99427681895
1463,272153.81352492876
1792,225680.47133071604
923,142624.26077975237
500,265340.86657700565
1408,153060.13512126709
331,68440.20153780653
170,133101.82455629398
2192,101270.13320003412
2571,306635.36287086504
2314,169571.08525960767
2647,94486.40864923828
422,421941.65069922886
2457,336288.0980657183
1838,209673.77089748895
2805,254075.00696919567
1645,151262.72563129742
1711,313408.3151671015
2825,246183.16247208297
322,316023.8072650458
2103,257233.57361496473
342,135537.063695298
600,116425.84533816304
488,177956.53378422186
1725,333179.52388850506
2246,268557.23413536436
2847,171552.0036711004
806,261140.13802042455
530,239580.642016053
963,198609.63636475618
2678,106089.05309072175
171,79827.41953775591
2401,408790.8142475415
805,237973.91166189173
2259,195736.6946950152
1748,197527.82969530823
1361,145286.31718644936
1677,130227.11528074874
1406,168845.74479538138
2322,228120.68442373505
688,158208.55729550676
143,140528.02666093866
804,228056.26467483054
1214,159735.03253308355
2828,141275.70041801338
1999,219123.88361987667
2467,209832.65014598417
2665,189069.94901964
1538,312888.9434038224
398,110283.34953073744
2822,134802.48472146704
2157,168747.9726204778
1856,180918.4750226532
1269,101351.37058354022
2570,125721.11218792736
2320,251992.05547907512
1517,131313.19763423403
2304,96259.00086187791
1312,103652.01110938135
2012,154231.3865075733
506,237617.69850605482
2865,193636.84714376452
2367,118181.47439144389
554,112963.91569728161
238,140975.19559185428
1954,105277.62296380689
2488,142697.92756784428
2291,92927.89397330374
1969,91825.41534900984
2725,168544.8362089097
1482,178489.23336550404
2763,210587.8663435578
503,258814.87184387757
1584,250603.5284252427
1531,161596.11031949215
2210,176323.3618855461
459,351735.14042202674
556,124245.67423126897
1347,158448.42455710546
1290,87478.30985551675
1388,99440.23116747773
1571,203762.606170445
2754,214936.60876260983
765,137916.28287652155
2494,122129.72640983635
2870,209097.87037911225
7,232989.14265358722
1114,247964.00287183764
2418,267804.97445697436
291,128046.73142585551
18,321389.5175588296
39,369983.89335446234
1001,254986.1328163967
2442,239710.6887210846
616,136734.78867144624
2680,63224.74392855716
1414,131942.6970834695
289,160398.65029714818
40,272825.65250220674
860,129273.17036901307
409,147492.11659228278
673,153879.08350675862
2427,189311.02609366787
2036,218126.5648979145
2564,140417.3557083149
642,166958.89253913952
1008,181553.71236215558
1908,152613.2370772828
2519,240062.0078069804
1369,100974.79456105942
2855,178429.33442274143
712,109873.75169823995
1943,119567.91802963041
1958,138819.95484958193
107,202471.85051904444
2295,201937.31155986383
704,109577.0442960651
676,141542.7164647766
259,187809.42340409866
93,294021.7990668664
106,256001.8838588788
2315,170764.772291584
1050,105531.0896447237
1095,221243.80454376058
2709,143824.06417084826
758,161591.43499770024
1496,155153.60885116013
2370,132560.99423093643
2458,267178.90438932914
2733,142983.79675111675
161,263123.0555607269
726,169798.90474439936
845,224703.17305150462
947,266598.42714628263
2232,98756.23687114469
2563,150290.97049236204
2299,140999.68027929272
211,82070.07122913082
605,170011.42885076403
1478,210910.35087023923
2247,273516.642175272
2274,209249.16352203282
2869,206123.27940641003
967,222263.05638550012
2656,91506.42273532074
667,209027.88373569012
1042,128625.33113783356
2023,172193.58041387578
2447,350740.21233048785
2055,119939.443837499
2275,257977.3234028719
2204,189556.7234823496
1563,268094.1044655501
483,263050.301910497
796,151155.64519824582
1526,152795.62101675294
2042,159569.94760324128
442,362948.4516852503
1693,319286.5729375557
1468,240933.99838992726
1430,176296.62441096106
2605,190844.46820817832
1529,218998.0348601123
335,128154.19707476402
1287,124903.98700211283
31,109364.13723215194
1785,295502.31622545666
82,158896.59967871528
2620,145837.358297551
252,188508.3822872223
721,80938.13443942845
2165,191924.70843369782
2316,174331.5870369749
775,124542.60098725761
1558,92533.59397097334
17,213010.2962119155
1022,246525.5471228705
925,124794.39960882493
438,292122.0968004104
1270,149193.83885349042
1272,117954.40957408423
215,164595.87014808226
266,240286.92798565055
2402,309283.8117389
1250,143930.90495809537
1984,113143.28970269386
1279,142146.71767526606
377,243632.19887212128
1252,133725.08410814573
2156,278992.52272698976
499,298355.6509025847
1374,123755.22138048873
2898,248297.26959580608
401,109267.78809143035
2721,165982.1866297731
2078,235914.01428304857
2589,114873.49078558695
1946,235641.9492586336
1334,127346.71017512414
2781,235232.05544711562
431,397536.6455710771
576,239239.87566188487
1474,227623.57056264425
2254,138793.68530623734
2155,287638.9022571016
885,111514.62457856364
643,137565.15276135883
1944,128796.32417962726
480,212912.07748505453
2845,106471.99551800326
2387,311409.51775250176
2407,240759.13321507405
2527,178567.10674780188
2514,180217.30263346885
629,173954.114261733
80,220779.48563525773
1876,143423.59202092286
1546,121111.69104317595
2518,184485.9635632594
2347,163243.64429036895
783,212677.687604575
1322,45590.032144318655
194,91003.13655495661
1770,281402.7312239624
2143,153165.73032200866
1229,215708.70428334028
511,285418.1737141589
46,255739.45420164327
1348,194793.30009259132
2465,208841.9895565724
387,248156.51766517392
873,237702.03099245584
1918,118882.13242662308
