Id,SalePrice
2658,140926.88801547728
2718,163021.83212975564
2414,232920.54553646204
1989,114605.14299329402
625,179636.3401134925
333,90177.96377615297
1327,90818.64634524148
858,136170.7875837915
95,198457.37293276816
1568,173869.65315124064
2482,169579.40596922213
1364,116242.71577955021
2584,154227.5275527082
818,270947.0143554122
2673,149431.29091547278
2089,125844.57862564232
1297,175754.47001384094
790,111730.02031892932
2616,199035.0233967971
720,211098.71123760781
222,146166.29069288642
557,128269.01482074663
1148,199344.8545700774
2766,174970.84901605907
534,188338.98151528274
1452,105732.55292283504
630,127224.54676422515
2648,135756.58139692646
125,162378.73030712086
1904,33580.85819941046
1670,100577.49241357538
756,84675.3502840267
717,237688.1566008862
1032,166682.8481370808
852,215974.92706329603
1731,197786.92257666602
2639,102699.46240362308
2071,70558.74134699938
1267,128108.29112326761
1851,198480.58690821077
567,183019.57946404265
2439,214633.5234440465
1898,145279.05977003925
647,177369.36104233706
2256,240865.89774689134
979,93252.03660150248
1444,230155.16798679988
2485,125866.61872585106
157,108354.53249624024
88,116002.56942843692
2003,111617.43301342438
186,219127.05098734912
1425,246179.8952119222
2695,128355.01114444104
738,114556.64794376204
395,149781.703387873
1353,167459.03402013195
1878,146206.68723616842
390,168699.63536297288
1456,240139.2236547013
1103,301752.0533230104
1387,129817.10044196597
2070,143000.4369883858
1199,174258.2240093726
2479,185706.86995854572
501,287634.75742524443
2362,85018.61485062548
1718,235958.9160085366
2188,73482.41626342435
1483,176189.0452399085
2557,82467.1942112071
437,339514.16696971486
2224,209666.0303046704
1628,197261.60573664246
397,127942.10174824685
587,185733.06791122674
971,143831.87026929014
2611,148513.88826033342
1887,89911.5244152701
2399,357211.242850731
2148,213088.33454598553
304,124300.38141109864
1997,135299.72543898405
2817,113575.63870467586
1431,192198.05022453392
427,351061.62318550725
263,112124.83217860099
598,179857.0571146663
2895,247062.44389027098
687,131179.97652441246
1822,125950.08355267419
2191,104053.81641052893
179,109718.15465810476
1009,216866.53697246336
2010,116586.20937483985
1991,148624.27387660628
1411,164863.42358931014
1721,258591.83237516688
1144,197066.31200796753
593,224332.27163933427
575,304671.7372290645
1249,183978.19812141062
1604,121091.36283287582
1064,422062.09034825163
